175626.2327615515380	530142.2365845340530
175626.2030482373950	530142.2577518065220
175626.1732043374790	530142.2797030193020
175626.1426566420990	530142.3011857048830
175626.1116626698930	530142.3230281737620
175626.0807265242620	530142.3449570458610
175626.0503037766610	530142.3676724188250
175626.0200086330290	530142.3894939849840
175625.9899631837030	530142.4109774258680
175625.9607150419030	530142.4327970503350
175625.9316671628330	530142.4540334135520
175625.9024787278320	530142.4753689665800
175625.8724532477790	530142.4970177168720
175625.8412863966950	530142.5191126302810
175625.8091230440180	530142.5415156597730
175625.7760036606050	530142.5632211549660
175625.7435825610590	530142.5853274937240
175625.7122906518630	530142.6082784724410
175625.6811226013520	530142.6299616340540
175625.6507008570190	530142.6508934627040
175625.6218106791780	530142.6724445673160
175625.5944876699360	530142.6952807613410
175625.5673679496390	530142.7167479054760
175625.5405830540400	530142.7379110824540
175625.5138250991000	530142.7591995967080
175625.4869573000470	530142.7820056058690
175625.4591927757430	530142.8044024717520
175625.4311097603350	530142.8266315696520
175625.4027145265130	530142.8487161863590
175625.3739603775900	530142.8722624217620
175625.3436264822370	530142.8959819618600
175625.3115975586990	530142.9195277552340
175625.2788531559050	530142.9431555448090
175625.2460330696190	530142.9672574653510
175625.2134863208630	530142.9921432577530
175625.1806164149600	530143.0161698528090
175625.1481496240010	530143.0402252385380
175625.1160583445450	530143.0639543439020
175625.0849438162980	530143.0881955721410
175625.0544309060200	530143.1109733665350
175625.0268273232790	530143.1338847399450
175625.0005968840560	530143.1574602448370
175624.9738144217990	530143.1797610211640
175624.9450653356610	530143.2029154649930
175624.9136346118170	530143.2271676060040
175624.8807755355660	530143.2527823799750
175624.8471617681790	530143.2796135362000
175624.8128889214420	530143.3058206568230
175624.7788659976790	530143.3317673397240
175624.7454555571310	530143.3572438795810
175624.7134272149410	530143.3831148265150
175624.6820227575080	530143.4075644477260
175624.6516765513220	530143.4316180931630
175624.6221155353410	530143.4554974221380
175624.5937663613870	530143.4800113872620
175624.5654723300830	530143.5033864760760
175624.5375142190600	530143.5262234139950
175624.5096912598530	530143.5489334354630
175624.4823356200060	530143.5724234326040
175624.4543302404050	530143.5954547357970
175624.4262514822180	530143.6197492706110
175624.3979196691650	530143.6456604977130
175624.3691148419740	530143.6706596903960
175624.3392992151200	530143.6959237566910
175624.3081305860540	530143.7210519239300
175624.2766709505230	530143.7469312055030
175624.2457465886830	530143.7741141214490
175624.2149059715440	530143.8002457558170
175624.1847623219360	530143.8260213126190
175624.1554262741410	530143.8523228092810
175624.1259556489530	530143.8774304896350
175624.0967823309180	530143.9021244368040
175624.0679273014540	530143.9269173431670
175624.0392400879350	530143.9515443913400
175624.0109560220730	530143.9771214127530
175623.9820435713330	530144.0016636577190
175623.9530450805900	530144.0261650907330
175623.9246668264380	530144.0504260949080
175623.8950560901430	530144.0757827928750
175623.8635015063920	530144.1006923356320
175623.8320106667520	530144.1271088810160
175623.8004928181760	530144.1539849865940
175623.7693331903720	530144.1812873440790
175623.7379627927730	530144.2073916682270
175623.7074637655460	530144.2334113230450
175623.6780274372720	530144.2596476327150
175623.6496274757080	530144.2861839112580
175623.6209599347200	530144.3108730565280
175623.5927893343900	530144.3352633076710
175623.5656278024540	530144.3606161980420
175623.5383273790940	530144.3854223317460
175623.5111259782570	530144.4101649154900
175623.4836205152680	530144.4348262543780
175623.4562558061730	530144.4600654203670
175623.4281047903060	530144.4847919045710
175623.4009159312410	530144.5092780743720
175623.3743875549400	530144.5336557712860
175623.3461162631860	530144.5575357845510
175623.3170860059030	530144.5826865779230
175623.2872886530530	530144.6078362795520
175623.2572290853420	530144.6341942702410
175623.2268908392580	530144.6603677297230
175623.1967795731610	530144.6869189880080
175623.1666292410220	530144.7125269805540
175623.1371323486670	530144.7380420597030
175623.1078856032110	530144.7636773842380
175623.0792397935580	530144.7900467918940
175623.0502464004380	530144.8156880380110
175623.0211626121890	530144.8410099071910
175622.9921334121320	530144.8662173018080
175622.9635150973330	530144.8922958486940
175622.9346497230580	530144.9180954315220
175622.9054516814650	530144.9437250654440
175622.8763539519270	530144.9700380788410
175622.8466982146200	530144.9954526264910
175622.8171249972650	530145.0209157648490
175622.7878207777970	530145.0465856634540
175622.7589200813380	530145.0721189829050
175622.7304325663130	530145.0983980337610
175622.7017291535150	530145.1235423269670
175622.6729382319310	530145.1490542398520
175622.6439758787740	530145.1744023952620
175622.6153495189210	530145.2004543279750
175622.5864484321790	530145.2255503657500
175622.5575480597320	530145.2508905692950
175622.5284420294630	530145.2758739998090
175622.4997424667230	530145.3017308107800
175622.4713501023070	530145.3269208136470
175622.4435272736300	530145.3521013864070
175622.4161061972260	530145.3774494873350
175622.3883778863230	530145.4019327920390
175622.3605769825220	530145.4264296294410
175622.3327947333450	530145.4512493802460
175622.3050157643740	530145.4771934085280
175622.2764406224010	530145.5025826075570
175622.2470929324330	530145.5276211270820
175622.2177253653640	530145.5528295113460
175622.1882749543870	530145.5787895108800
175622.1590928361690	530145.6056266279180
175622.1293482821780	530145.6318693890930
175622.0995379197410	530145.6574153529940
175622.0698260274650	530145.6827090915750
175622.0406712475230	530145.7082886578270
175622.0119915405810	530145.7336626261230
175621.9835319672710	530145.7588905623410
175621.9552400794630	530145.7839071344340
175621.9271168326660	530145.8090408609710
175621.8990675206290	530145.8337082318020
175621.8711028713440	530145.8582477207520
175621.8438351303920	530145.8833223506800
175621.8163595760410	530145.9079092497700
175621.7888785367830	530145.9324384501660
175621.7609583348380	530145.9567269828390
175621.7329906588420	530145.9814440575420
175621.7050226560380	530146.0063520324170
175621.6772404817740	530146.0314991927000
175621.6491799906940	530146.0562820227340
175621.6210768209420	530146.0807053809980
175621.5930721261240	530146.1057888212370
175621.5582045113840	530146.1397489412910
175621.5053440518670	530146.1674120202650
175621.4510151082360	530146.1960416273200
175621.3962542947260	530146.2251097793910
175621.3414428628750	530146.2541347944630
175621.2870018585520	530146.2832164426790
175621.2325243066590	530146.3122193976300
175621.1779468235620	530146.3409740347410
175621.1239148153110	530146.3696693702360
175621.0707520336140	530146.3984554011830
175621.0180084135500	530146.4266963785040
175620.9663633244050	530146.4543803323750
175620.9156746599760	530146.4816808195310
175620.8656412900600	530146.5086131406710
175620.8162878768920	530146.5351272821420
175620.7676701633900	530146.5615072069910
175620.7196391444300	530146.5876845365850
175620.6717418479090	530146.6135484954570
175620.6238493474660	530146.6392337545980
175620.5763080671020	530146.6650722601910
175620.5293190710360	530146.6913641972920
175620.4826198244120	530146.7173844859930
175620.4357551253050	530146.7428636442630
175620.3889201574490	530146.7679054327300
175620.3421498174720	530146.7932389255140
175620.2947723335230	530146.8190514277660
175620.2461407664520	530146.8452349503050
175620.1963082893920	530146.8721034295150
175620.1451453912590	530146.8995917574490
175620.0930706697690	530146.9278729649950
175620.0406948881570	530146.9571039805880
175619.9881338683190	530146.9869048923710
175619.9354685065330	530147.0170712543180
175619.8822729088420	530147.0467519331710
175619.8287209380940	530147.0760307743900
175619.7751110590180	530147.1054995690930
175619.7222231055200	530147.1355766816990
175619.6702152327920	530147.1658232554320
175619.6180058555330	530147.1950093937330
175619.5669872785510	530147.2236892947680
175619.5169303257710	530147.2525561769720
175619.4673740505530	530147.2820997234660
175619.4179792301730	530147.3117260383430
175619.3690137051450	530147.3409404549740
175619.3199315943050	530147.3696635446970
175619.2710479855880	530147.3987201224070
175619.2229946439620	530147.4284790398080
175619.1749773176560	530147.4581346357000
175619.1269384446490	530147.4870844236570
175619.0790089495130	530147.5155721945910
175619.0313322134020	530147.5438616720480
175618.9841783787120	530147.5719454108030
175618.9371283484500	530147.5997813494170
175618.8904327036290	530147.6276417808830
175618.8444592866000	530147.6553036614780
175618.7993118441660	530147.6825003240950
175618.7546363490980	530147.7093315758970
175618.7105701029940	530147.7361033394690
175618.6669264058580	530147.7625797574860
175618.6247932964760	530147.7894668593060
175618.5830432719370	530147.8158911431660
175618.5418242337760	530147.8421485091080
175618.5011019612430	530147.8686530358380
175618.4602010876400	530147.8952712890450
175618.4181192251560	530147.9215067548200
175618.3758692612460	530147.9484175057140
175618.3334107758420	530147.9761157549210
175618.2905533781160	530148.0040127214730
175618.2470167765570	530148.0319782609580
175618.2033212570530	530148.0607300427500
175618.1587700525120	530148.0897828736330
175618.1136460644480	530148.1189461407480
175618.0678736603870	530148.1484076300390
175618.0222327140220	530148.1786001346760
175617.9765759959120	530148.2088515072820
175617.9312090345770	530148.2388345599170
175617.8856529677570	530148.2680612402030
175617.8402392759160	530148.2969034936970
175617.7952319898170	530148.3256857411460
175617.7505199679290	530148.3548733348720
175617.7074193703590	530148.3856377797190
175617.6648534132400	530148.4165771334660
175617.6222096688580	530148.4469628945220
175617.5800406527990	530148.4776347246940
175617.5377742590790	530148.5083257060020
175617.4954179857740	530148.5388748891410
175617.4529040989870	530148.5694433981540
175617.4105924225000	530148.6007049812460
175617.3672843717210	530148.6317119802110
175617.3231625214390	530148.6628012636200
175617.2780512405440	530148.6938901026720
175617.2331383852290	530148.7258928893120
175617.1880370067660	530148.7579472778590
175617.1430659629980	530148.7903475605410
175617.0980223362270	530148.8224617134540
175617.0533066378260	530148.8546392826820
175617.0081542386900	530148.8862077023360
175616.9630191342150	530148.9176317895750
175616.9186509572610	530148.9499082334800
175616.8749069217300	530148.9838909299570
175616.8312582568610	530149.0183794434410
175616.7880969140380	530149.0532194708930
175616.7453617257990	530149.0883923250940
175616.7030699916360	530149.1237570001970
175616.6603009695240	530149.1579599353710
175616.6178059839290	530149.1922741679000
175616.5752016558250	530149.2267585285000
175616.5324336595950	530149.2619203790080
175616.4889009550090	530149.2966838014540
175616.4457311243160	530149.3319533718740
175616.4025183181800	530149.3670654663570
175616.3594203391400	530149.4023692326150
175616.3162908853840	530149.4369039594880
175616.2740167189040	530149.4716093295710
175616.2318463156400	530149.5060535802030
175616.1903497372400	530149.5407122892780
175616.1483701044630	530149.5740527851730
175616.1064373156400	530149.6073576296900
175616.0652699975760	530149.6419288080640
175616.0250282392370	530149.6782897115910
175615.9853475546990	530149.7156889175520
175615.9454812579790	530149.7529221840660
175615.9049249841190	530149.7898700119690
175615.8645599937300	530149.8280170384090
175615.8232320195530	530149.8658150478720
175615.7812524879120	530149.9037459212110
175615.7391031322470	530149.9414575372350
175615.6978994022060	530149.9799432976860
175615.6561582692660	530150.0170044567190
175615.6148263061180	530150.0540422262850
175615.5743298177260	530150.0914427014060
175615.5352889600610	530150.1301530057090
175615.4959679386810	530150.1675611531820
175615.4570496827360	530150.2045730166130
175615.4186566638230	530150.2412681488780
175615.3812419927560	530150.2784154678220
175615.3431841298000	530150.3140075328980
175615.3056300149180	530150.3498112228690
175615.2684844826290	530150.3853917474620
175615.2327834837480	530150.4233364983220
175615.1967053855770	530150.4607573873350
175615.1606545324030	530150.4987131482910
175615.1241278112280	530150.5372074698090
175615.0875644476620	530150.5774121896820
175615.0493556294530	530150.6171289301700
175615.0107664321550	530150.6573240223800
175614.9721127876830	530150.6978966523880
175614.9337376278710	530150.7391954283220
175614.8949069214570	530150.7791936685090
175614.8568410892910	530150.8193417306750
175614.8191991362540	530150.8590423907140
175614.7824870203040	530150.8989645326500
175614.7456809757570	530150.9370512417510
175614.7095851139740	530150.9747585277060
175614.6742623258610	530151.0123891988760
175614.6399798516650	530151.0510667612530
175614.6054638803470	530151.0886495757140
175614.5715005892560	530151.1262141307810
175614.5375347554510	530151.1638186471530
175614.5035615664380	530151.2022411524080
175614.4692310300890	530151.2414471486110
175614.4343257772270	530151.2816192907040
175614.3985721623170	530151.3224764673500
175614.3623750350090	530151.3646401339200
175614.3249177673420	530151.4057064962100
175614.2873220579930	530151.4466833617760
175614.2496833406620	530151.4871886637980
175614.2131527866000	530151.5286185768190
175614.1766413073630	530151.5692981689930
175614.1405441999080	530151.6102218315930
175614.1046549780580	530151.6525688370450
175614.0671363813450	530151.6941692210960
175614.0283939098880	530151.7361727227680
175613.9890897030120	530151.7787339029590
175613.9497560530140	530151.8212219187980
175613.9116501572420	530151.8646375250530
175613.8736654006640	530151.9067653415250
175613.8362735156260	530151.9483797852870
175613.7992971545900	530151.9894169992760
175613.7639119090450	530152.0314462276860
175613.7287272726530	530152.0724038564360
175613.6931414110870	530152.1130707621330
