-86,5,0,8,-3,89,29,0,-29,22,90,-91,10,0,0,0,0,0,0,0
-86,6,0,1,3,127,28,0,-29,59,90,-91,10,0,0,0,0,0,0,0
-86,7,0,2,85,2,15,0,114,-108,90,-91,10,0,0,0,0,0,0,0
-86,1,0,2,1,13,0,0,115,55,90,-91,10,0,0,0,0,0,0,0
-86,2,1,-106,0,8,0,0,115,-57,90,-91,10,0,0,0,0,0,0,0
-86,3,0,3,2,-79,27,0,-27,108,90,-91,10,0,0,0,0,0,0,0
-86,4,0,2,-3,48,27,0,-27,-26,90,-91,10,0,0,0,0,0,0,0
-86,5,0,8,-3,62,29,0,-27,-3,90,-91,10,0,0,0,0,0,0,0
-86,6,0,1,2,76,28,0,-27,9,90,-91,10,0,0,0,0,0,0,0
-86,7,0,2,85,2,16,0,115,-106,90,-91,10,0,0,0,0,0,0,0
-86,1,0,2,1,13,0,0,116,56,90,-91,10,0,0,0,0,0,0,0
-86,2,1,124,-1,-44,0,0,116,121,90,-91,10,0,0,0,0,0,0,0
-86,3,0,3,2,-62,27,0,-25,127,90,-91,10,0,0,0,0,0,0,0
-86,4,0,2,-3,60,27,0,-25,-12,90,-91,10,0,0,0,0,0,0,0
-86,5,0,8,-3,39,29,0,-25,-24,90,-91,10,0,0,0,0,0,0,0
-86,6,0,1,2,114,28,0,-25,49,90,-91,10,0,0,0,0,0,0,0
-86,7,0,2,85,2,17,0,116,-104,90,-91,10,0,0,0,0,0,0,0
-86,1,0,2,1,13,0,0,117,57,90,-91,10,0,0,0,0,0,0,0
-86,2,1,-96,0,3,0,0,117,-50,90,-91,10,0,0,0,0,0,0,0
-86,3,0,3,2,-70,27,0,-23,121,90,-91,10,0,0,0,0,0,0,0
-86,4,0,2,-3,60,27,0,-23,-10,90,-91,10,0,0,0,0,0,0,0
-86,5,0,8,-3,35,29,0,-23,-26,90,-91,10,0,0,0,0,0,0,0
-86,6,0,1,3,66,28,0,-23,4,90,-91,10,0,0,0,0,0,0,0
-86,7,0,2,85,2,18,0,117,-102,90,-91,10,0,0,0,0,0,0,0
-86,1,0,2,1,13,0,0,118,58,90,-91,10,0,0,0,0,0,0,0
-86,2,1,-88,0,13,0,0,118,-31,90,-91,10,0,0,0,0,0,0,0
-86,3,0,3,2,-79,27,0,-21,114,90,-91,10,0,0,0,0,0,0,0
-86,4,0,2,-3,52,27,0,-21,-16,90,-91,10,0,0,0,0,0,0,0
-86,5,0,8,-3,51,29,0,-21,-8,90,-91,10,0,0,0,0,0,0,0
-86,6,0,1,2,-33,28,0,-21,-94,90,-91,10,0,0,0,0,0,0,0
-86,7,0,2,85,2,19,0,118,-100,90,-91,10,0,0,0,0,0,0,0
-86,1,0,2,1,13,0,0,119,59,90,-91,10,0,0,0,0,0,0,0
-86,2,1,-109,-1,-11,0,0,119,-76,90,-91,10,0,0,0,0,0,0,0
-86,3,0,3,2,-83,27,0,-19,112,90,-91,10,0,0,0,0,0,0,0
-86,4,0,2,-3,49,27,0,-19,-17,90,-91,10,0,0,0,0,0,0,0
-86,5,0,8,-3,33,29,0,-19,-24,90,-91,10,0,0,0,0,0,0,0
-86,6,0,1,2,-90,28,0,-19,107,90,-91,10,0,0,0,0,0,0,0
-86,7,0,2,85,2,19,0,119,-99,90,-91,10,0,0,0,0,0,0,0
-86,1,0,2,1,13,0,0,119,59,90,-91,10,0,0,0,0,0,0,0
-86,2,1,-109,-1,-11,0,0,119,-76,90,-91,10,0,0,0,0,0,0,0
-86,3,0,3,2,-84,27,0,-18,112,90,-91,10,0,0,0,0,0,0,0
-86,4,0,2,-3,39,27,0,-18,-26,90,-91,10,0,0,0,0,0,0,0
-86,5,0,8,-3,38,29,0,-18,-18,90,-91,10,0,0,0,0,0,0,0
-86,6,0,1,2,-7,28,0,-18,-65,90,-91,10,0,0,0,0,0,0,0
-86,7,0,2,85,2,19,0,119,-99,90,-91,10,0,0,0,0,0,0,0
-86,1,0,2,1,13,0,0,121,61,90,-91,10,0,0,0,0,0,0,0
-86,2,1,-94,0,2,0,0,120,-46,90,-91,10,0,0,0,0,0,0,0
-86,3,0,3,2,-64,27,0,-16,-122,90,-91,10,0,0,0,0,0,0,0
-86,4,0,2,-3,57,27,0,-16,-6,90,-91,10,0,0,0,0,0,0,0
-86,5,0,8,-3,20,29,0,-16,-34,90,-91,10,0,0,0,0,0,0,0
